Code,Name,Synonyms,Problem
SR1W,- - - - Burning of humors pattern (TM2),(c) ehterAq-e khelt (c) I?tir?q-i-Khil?,
SR1X,- - - - Thickening of humors pattern (TM2),(c) ghelzat-e khelt (c) Ghil?a al-Khil?,
SR20,- - - - Pattern of occlusion (TM2),(a) ?vara?a,
SR2Y,- - - - Other specified functional elements and humoral derangement patterns (TM2),,Skipped: Invalid or missing entity ID in URL
SR2Z,"- - - - Functional elements and humoral derangement patterns (TM2), unspecified",,Skipped: Invalid or missing entity ID in URL
,- - - Physical constituent derangement patterns (TM2),,Skipped: Invalid or empty code
SR40,- - - - Vitiation of 'primary structural components of the body' pattern (TM2),dh?tuvai?amyam,
SR41,- - - - Aggravation of primary circulating nutrient fluid pattern (TM2),(a) rasav?ddhi? (b) C?ram mikuku?am Increase in Chyle (TM2),
SR42,- - - - Depletion of primary circulating nutrient fluid pattern (TM2),(a) rasak?aya? (b) C?ram ku?aiku?am Decrease in chyle (TM2),
SR43,- - - - Morbid increase of blood pattern (TM2),(a) raktav?ddhi? (b) Cenn?r mikuku?am,
SR44,- - - - Depletion of blood pattern (TM2),(a) raktak?aya? (b) Cenn?r ku?aiku?am,
SR45,- - - - Excessive increase of muscular tissues pattern (TM2),(a) m??sav?ddhi? (b) ?? mikuku?am,
SR46,- - - - Depletion of muscular tissues pattern (TM2),(a) m??sak?aya? (b) ?? ku?aiku?am,
SR47,- - - - Increase of adipose tissues pattern (TM2),(a) medov?ddhi? (b) Ko?uppu mikuku?am,
SR48,- - - - Depletion of adipose tissues pattern (TM2),(a) meda?k?aya? (b) Ko?uppu ku?aiku?am,
SR49,- - - - Increase of bone tissues pattern (TM2),(a) asthiv?ddhi? (b) E?pu miku ku?am,
SR4A,- - - - Depletion of bone tissues pattern (TM2),(a) asthik?aya? (b) E?pu ku?ai ku?am,
SR4B,- - - - Increase of bone marrow pattern (TM2),(a) majj?v?ddhi? (b) M??ai miku ku?am,
SR4C,- - - - Depletion of bone marrow pattern (TM2),(a) majj?k?aya? (b) M??ai ku?ai ku?am,
SR4D,- - - - Increase of reproductive tissues and semen pattern (TM2),(a) ?ukrav?ddhi? (b) Ve???r mikuku?am (a) ?ukr?dhikyam,
SR4E,- - - - Depletion of reproductive tissues and semen pattern (TM2),(a) ?ukrak?aya? (b) Ve???r ku?aiku?am,
SR4F,- - - - Diminution of Ojas pattern (TM2),(a) oja?k?aya?,
SR4G,- - - - Derangement of Ojas pattern (TM2),(a) ojovy?pat,
SR4H,- - - - Dislodgement of Ojas pattern (TM2),(a) ojovisra?sa?,
SR4J,- - - - Increased menstrual flow pattern (TM2),(a) ?rtavav?ddhi?,
SR4K,- - - - Diminution of menstrual flow pattern (TM2),(a) ?rtavak?aya? Hypomenorrhoea (TM2),
SR4L,- - - - Increased secretion of breast milk pattern (TM2),(a) stanyav?ddhi?,
SR4M,- - - - Decreased secretion of breast milk pattern (TM2),(a) stanyak?aya?,
,- - - - Derangement of channels pattern (TM2),,Skipped: Invalid or empty code
SR50,- - - - - Derangement of channels carrying essense of digested food pattern (TM2),(a) rasavahasrotodu??i?,
SR51,- - - - - Derangement of channels enriching blood pattern (TM2),(a) raktavahasrotodu??i?,
SR52,- - - - - Derangement of channels enriching muscle tissue pattern (TM2),(a) m??savahasrotodu??i?,
SR53,- - - - - Derangement of channels carrying fat pattern (TM2),(a) medovahasrotodu??i?,
SR54,- - - - - Derangement of channels enriching bone pattern (TM2),(a) asthivahasrotodu??i?,
SR55,- - - - - Derangement of channels enriching bone marrow pattern (TM2),(a) majj?vahasrotodu??i?,
SR56,- - - - - Derangement of channels enriching seminal fluid pattern (TM2),(a) ?ukravahasrotodu??i?,
SR57,- - - - - Derangement of channels enriching vital life force pattern (TM2),(a) pr??avahasrotodu??i?,
SR58,- - - - - Derangement of channels for fluid circulation pattern (TM2),"(a) ambuvahasrotodu??i?, (a) udakavahasrotodu??i?",
SR59,- - - - - Derangement of digestive tract pattern (TM2),(a) annavahasrotodu??i?,
SR5A,- - - - - Derangement of channels of faeces pattern (TM2),(a) pur??avahasrotodu??i?,
SR5B,- - - - - Derangement of urinary tract pattern (TM2),(a) m?travahasrotodu??i?,
SR5C,- - - - - Derangement of channels producing sweat pattern (TM2),(a) svedavahasrotodu??i?,
SR5D,- - - - - Derangement of channels enriching breast milk pattern (TM2),(a) stanyavahasrotodu??i?,
SR5E,- - - - - Derangement of mind related channels pattern (TM2),(a) manovahasrotodu??i?,
SR5Y,- - - - - Other specified derangement of channels pattern (TM2),,Skipped: Invalid or missing entity ID in URL
SR5Z,"- - - - - Derangement of channels pattern (TM2), unspecified",,Skipped: Invalid or missing entity ID in URL
SR60,- - - - Increase of female reproductive tissue pattern (TM2),(b) Cur??itam mikuku?am,
SR61,- - - - Decrease of female reproductive tissue pattern (TM2),(b) Cur??itam ku?aiku?am,
SR62,- - - - Pattern resulting in abnormal number of organs and appendages (TM2),(c) Amr??-i-‘Adad,
SR63,- - - - Pattern of abnormal positioning of organs and appendages (TM2),(c) Amr?? al-Wa?‘,
SR64,- - - - Pattern of abnormal relative position of organs (TM2),(c) Amr??-i- Mush?rakat,
SR65,- - - - Loss of continuity pattern (TM2),(c) Tafarruq al-Itti??l,
SR66,- - - - R?? pattern (TM2),(c) maraz-e nAshi az rih (c) Mara? N?sh? az R??,
SR67,- - - - Bukh?r?t pattern (TM2),(c) maraz-e nAshi az abkhareh (c) Mara? N?sh? az Bukh?r?t,
SR68,- - - - Compound pattern (TM2),(c) Amr?? Murakkaba,
SR69,- - - - Pattern of quantity (TM2),(c) maraz-e kamm (c) Amr??-i-Miqd?r,
SR6Y,- - - - Other specified physical constituent derangement patterns (TM2),,Skipped: Invalid or missing entity ID in URL
SR6Z,"- - - - Physical constituent derangement patterns (TM2), unspecified",,Skipped: Invalid or missing entity ID in URL
,- - - Excretory products derangement patterns (TM2),,Skipped: Invalid or empty code
SR80,- - - - Morbid increase of feces pattern (TM2),(a) pur??av?ddhi?,
SR81,- - - - Depletion of faeces pattern (TM2),(a) pur??ak?aya?,
SR82,- - - - Excessive urine pattern (TM2),(a) m?trav?ddhi?,
SR83,- - - - Reduced urine pattern (TM2),m?trak?aya?,
SR84,- - - - Hyperhidrosis pattern (TM2),(a) svedav?ddhi?,
SR85,- - - - Anhidrosis pattern (TM2),(a) svedak?aya?,
SR86,- - - - Faeces with undigested food residues pattern (TM2),(a) s?mamala?,
SR87,- - - - Urine of over heat pattern (TM2),(b) Ati u??i?a n?r,
SR88,- - - - Urine colour of excessive cold pattern (TM2),(b) Miku c?ta?a n?r ni?am,
SR89,"- - - - Urine colour of excessive depravement of Va?i, A?al and Aiyam pattern (TM2)",(b) Mummala?ka?ai mikavum atikam?ka ke?ukkum n?r ni?am,
SR8A,- - - - Urine like colour of raw-meat washings pattern (TM2),(c) Bawl Ghus?l?,
SR8B,- - - - Delayed passing of stool pattern (TM2),(c) Bu??’ Khur?j al-Bar?z,
SR8C,- - - - Dry stool pattern (TM2),(c) Al-Bar?z al-Y?bis,
SR8D,- - - - Larger quantity of stool pattern (TM2),(c) Ziy?da al-Bar?z,
SR8E,- - - - Sharp smelling sweat pattern (TM2),(c) Al-‘Araq ??dd al-R?’i?a,
SR8F,- - - - Sour smelling sweat pattern (TM2),(c) Al-‘Araq ??mi? al-R??,
SR8G,- - - - Sweat of thick consistency pattern (TM2),(c) Al-‘Araq al-Ghal??,
SR8H,- - - - Sweat of thin consistency pattern (TM2),(c) Al-‘Araq al-Raq?q,
SR8J,- - - - Lack of sweat pattern (TM2),(c) Al-‘Araq al-Qal?l al-Miqd?r Deficient sweating (TM2),
SR8K,- - - - Excess of sputum pattern (TM2),(c) Al-Nafth al-Kath?r al-Miqd?r Excessive expectoration (TM2),
SR8L,- - - - Lack of sputum pattern (TM2),(c) Al-Nafth al-Qal?l al-Miqd?r Scanty expectoration (TM2),
SR8M,- - - - Moderate quantity of sputum during convalescence pattern (TM2),(c) Al-Nafth al-Mu‘tadil al-Miqd?r,
SR8N,- - - - Excess of sweat pattern due to decreased vitality (TM2),Excessive sweating (TM2) (c) Ifr?? al-‘Araq,
SR8Y,- - - - Other specified excretory products derangement patterns (TM2),,Skipped: Invalid or missing entity ID in URL
SR8Z,"- - - - Excretory products derangement patterns (TM2), unspecified",,Skipped: Invalid or missing entity ID in URL
,- - - Power derangement and chronic accumulation patterns (TM2),,Skipped: Invalid or empty code
,- - - - Digestive fire based patterns (TM2),,Skipped: Invalid or empty code
SS10,- - - - - Derangement of digestive power pattern (TM2),(a) agnivai?amyam,
SS11,- - - - - Irregular digestive power pattern (TM2),(a) vi?am?gni?,
SS12,- - - - - Elevated digestive power pattern (TM2),(a) t?k???gni?,
SS13,- - - - - Subdued digestive power pattern (TM2),"(a) mand?gni?, (a) agnis?da?",
SS14,- - - - - Highly elevated digestive power pattern (TM2),"(a) atyagni?, (a) bhasmaka?",
SS15,"- - - - - State of incomplete digestion, transformation or metabolism pattern (TM2)",(a) ?mado?a? (a) ?mavasth?,
SS16,- - - - - Natural digestive fire pattern (TM2),(b) Cam?kki?i,
SS17,- - - - - Strong digestive fire pattern (TM2),(b) T??a??kki?i,
SS18,- - - - - Toxic digestive fire pattern (TM2),(b) Vi?am?kki?i,
SS19,- - - - - Weak digestive fire pattern (TM2),(b) Mant?kki?i,
SS1Y,- - - - - Other specified digestive fire based patterns (TM2),,Skipped: Invalid or missing entity ID in URL
SS1Z,"- - - - - Digestive fire based patterns (TM2), unspecified",,Skipped: Invalid or missing entity ID in URL
,- - - - Chronic accumulation patterns (TM2),,Skipped: Invalid or empty code
SS20,- - - - - Suppression of breath pattern (TM2),(b) M?ccai a?akkutal?l ??pa?um m??utalka?,
SS21,- - - - - Suppression of yawning pattern (TM2),(b) Ko???viyai a?akkutal (a) j?mbh?vegarodha?,
SS22,- - - - - Suppression of hunger and thirst together pattern (TM2),(b) Paci ma??um t?katti?ai a?akkutal,
SS23,- - - - - Suppression of semen pattern (TM2),(b) Cukkilattai a?akkutal (a) ?ukravegarodha?,
SS24,- - - - - Suppression of cough pattern (TM2),(b) Irumalai a?akkutal,
SS25,- - - - - Suppression of micturition pattern (TM2),(b) Ci?un?rai a?akkutal (a) m?travegarodha?,
SS26,- - - - - Suppression of sleep pattern (TM2),(b) T?kkattai a?akkal (a) nidr?vegarodha?,
SS27,- - - - - Suppression of sneeze pattern (TM2),(b) Tummalai a?akkutal (a) k?avathuvegarodha?,
SS28,- - - - - Suppression of tears pattern (TM2),(b) Ka???rai a?akkutal (a) a?ruvegarodha?,
SS29,- - - - - Suppression of vomiting pattern (TM2),(b) V?ntiyai a?akkutal (a) chardivegarodha?,
SS2A,- - - - - Suppression of stool pattern (TM2),(b) Malatti?ai a?akkutal (a) pur??avegarodha?,
SS2B,- - - - - Supression of exertional hyperpnea pattern (TM2),(a) ?rama?v?savegarodha?,
SS2C,- - - - - Suppression of hunger pattern (TM2),(a) k?udvegarodha?,
SS2D,- - - - - Suppression of thirst pattern (TM2),(a) t????vegarodha?,
SS2E,- - - - - Suppression of flatus pattern (TM2),(a) adhov?taveg?varodha?,
SS2F,- - - - - Pattern of humour accumulated with air (TM2),(b) V?yu?a? mukku??am nilaiya?ital,
SS2G,- - - - - Pattern of humour accumulated with excess cold (TM2),(b) C?tattu?a? mukku??am nilaiya?ital,
SS2H,- - - - - Pattern of humour accumulated with excess heat (TM2),(b) U??attu?a? mukku??am nilaiya?ital,
SS2Y,- - - - - Other specified chronic accumulation patterns (TM2),,Skipped: Invalid or missing entity ID in URL
SS2Z,"- - - - - Chronic accumulation patterns (TM2), unspecified",,Skipped: Invalid or missing entity ID in URL
,- - - - Power derangement patterns (TM2),,Skipped: Invalid or empty code
SS30,- - - - - Physical faculties derangement pattern (TM2),(c) Khalal-i-Quw? ?ab?‘iyya,
SS31,- - - - - Nutritive faculty derangement pattern (TM2),(c) Khalal-i-Quwwat Gh?dhiya,
SS32,- - - - - Collecting faculty derangement pattern (TM2),(c) Khalal-i-Quwwat Mu?a??ila,
SS33,- - - - - Adhesive faculty derangement pattern (TM2),(c) Khalal-i-Quwwat Mula??iqa,
SS34,- - - - - Assimilation faculty derangement pattern (TM2),(c) Khalal-i-Quwwat Mushabbiha,
SS35,- - - - - Absorptive faculty derangement pattern (TM2),(c) Khalal-i-Quwwat J?dhiba,
SS36,- - - - - Retentive faculty derangement pattern (TM2),(c) Khalal-i-Quwwat M?sika,
SS37,- - - - - Digestive faculty derangement pattern (TM2),(c) Khalal-i-Quwwat H??ima,
SS38,- - - - - Expulsive faculty derangement pattern (TM2),(c) Khalal-i-Quwwat D?fi‘a,
SS39,- - - - - Growth faculty derangement pattern (TM2),(c) Khalal-i-Quwwat N?miya/Khalal-i-Quwwat Murabbiya,
SS3A,- - - - - Reproductive faculties derangement pattern (TM2),(c) Khalal-i-Quw? Tan?suliyya,
SS3B,- - - - - Vital faculty derangement pattern (TM2),(c) Khalal-i-Quwwat ?ayw?niyya,
SS3C,- - - - - Psychic faculties derangement pattern (TM2),(c) Khalal-i-Quw? Nafs?niyya,
SS3D,- - - - - Debility of organs pattern (TM2),(c) ?u‘f-i-A‘??',
SS3E,- - - - - Innate heat weakness pattern (TM2),(c) za'f-e harArat-e gharizi (c) ?u‘f-i-?ar?rat Ghar?z?,
SS3F,- - - - - Disruption of innate heat pattern (TM2),(c) soqout-e harArat-e gharizi (c) Suq??-i-?ar?rat Ghar?z?,
SS3G,- - - - - Weakness of psychic spirit pattern (TM2),(c) za'f-e rouh-e nafsAni (c) ?u‘f-i-R?? Nafs?n?,
SS3H,- - - - - Weakness of natural spirit pattern (TM2),(c) za'f-e rouh-e tabi'ei (c) ?u‘f-i-R?? ?ab?‘?,
SS3J,- - - - - Weakness of vital spirit pattern (TM2),(c) za'f-e rouh-e hayawAni (c) ?u‘f-i-R?? ?ayw?n?,
SS3Y,- - - - - Other specified power derangement patterns (TM2),,Skipped: Invalid or missing entity ID in URL
SS3Z,"- - - - - Power derangement patterns (TM2), unspecified",,Skipped: Invalid or missing entity ID in URL
SS4Y,- - - - Other specified power derangement and chronic accumulation patterns (TM2),,Skipped: Invalid or missing entity ID in URL
SS4Z,"- - - - Power derangement and chronic accumulation patterns (TM2), unspecified",,Skipped: Invalid or missing entity ID in URL
,- - - Body constitution and temperament patterns (TM2),,Skipped: Invalid or empty code
,- - - - Constitution patterns (TM2),,Skipped: Invalid or empty code
SS50,- - - - - Vata constitution pattern (TM2),(a) v?taprakr?ti?,
SS51,- - - - - Pitta constitution pattern (TM2),(a) pittaprakr?ti?,
SS52,- - - - - Kapha constitution pattern (TM2),(a) kaphaprakr?ti?,
SS53,- - - - - Vata-Pitta constitution pattern (TM2),(a) v?tapittaprakr?ti?,
SS54,- - - - - Pitta-Kapha constitution pattern (TM2),(a) pittakaphaprakr?ti?,
SS55,- - - - - Kapha-Vata constitution pattern (TM2),(a) kaphav?taprakr?ti?,
SS56,- - - - - Body constitution with a predominance of all three dosha pattern (TM2),"(a) trid??ajaprakr?ti?, (a) samaprakr?ti?",
SS57,- - - - - Va?i body constitution pattern (TM2),(b) Va?i u?alikka?am,
SS58,- - - - - A?al body constitution pattern (TM2),(b) A?al u?alikka?am,
SS59,- - - - - Aiyam body constitution pattern (TM2),(b) Aiyam u?alikka?am,
SS5A,- - - - - Va?i-predominant A?al body constitution pattern (TM2),(b) Va?i A?al u?alikka?am,
SS5B,- - - - - Va?i-predominant Aiyam body constitution pattern (TM2),(b) Va?i aiya u?alikka?am,
SS5C,- - - - - A?al-predominant Va?i body constitution pattern (TM2),(b) A?alva?i u?alikka?am,
SS5D,- - - - - A?al-predominant Aiyam body constitution pattern (TM2),(b) A?alayam u?alikka?am,
SS5E,- - - - - Aiya-predominant A?al body constitution pattern (TM2),(b) Aiya?al u?alikka?am,
SS5F,- - - - - Aiya-predominant Va?i body constitution pattern (TM2),(b) Aiyava?i u?alikka?am,
SS5Y,- - - - - Other specified constitution patterns (TM2),,Skipped: Invalid or missing entity ID in URL
SS5Z,"- - - - - Constitution patterns (TM2), unspecified",,Skipped: Invalid or missing entity ID in URL
,- - - - Personality patterns (TM2),,Skipped: Invalid or empty code
SS60,"- - - - - Personality with a calm, composed mindset (TM2)",Sattva predominant pattern (TM2) (a) s?ttvikak?ya (a) ?uddhak?ya,
SS61,"- - - - - Personality with an agitated, reactive mindset (TM2)",Rajas predominant pattern (TM2) (a) r?jasikak?ya,
SS62,"- - - - - Personality with a confused, negative mindset (TM2)",Tamas predominant pattern (TM2) (a) t?masikak?ya,
SS6Y,- - - - - Other specified personality patterns (TM2),,Skipped: Invalid or missing entity ID in URL
SS6Z,"- - - - - Personality patterns (TM2), unspecified",,Skipped: Invalid or missing entity ID in URL
,- - - - Temperament based patterns (TM2),,Skipped: Invalid or empty code
SS70,- - - - - Human temperament pattern (TM2),(c) Miz?j Ins?n?,
SS71,- - - - - Temperament according to age pattern (TM2),(c) Miz?j-i-A‘m?r,
SS72,- - - - - Dam predominant temperament pattern (TM2),(c) Damaw? al-Miz?j Hot and moist temperament pattern (TM2) (c) Miz?j H??rr Ratb,
SS73,- - - - - ?afr?’ predominant temperament pattern (TM2),(c) S?afr?w? al-Miz?j Hot and dry temperament pattern (TM2) (c) Miz?j H??rr Y?bis,
SS74,- - - - - Balgham predominant temperament pattern (TM2),(c) Balgham? al-Miz?j Cold and moist temperament pattern (TM2) (c) Miz?j B?rid Ratb,
SS75,- - - - - Sawd?’ predominant temperament pattern (TM2),(c) Sawd?w? al-Miz?j Cold and dry temperament pattern (TM2) (c) Miz?j B?rid Y?bis,
SS7Y,- - - - - Other specified temperament based patterns (TM2),,Skipped: Invalid or missing entity ID in URL
SS7Z,"- - - - - Temperament based patterns (TM2), unspecified",,Skipped: Invalid or missing entity ID in URL
,- - - - Age dependent patterns (TM2),,Skipped: Invalid or empty code
SS80,- - - - - Kapha predominant age pattern (TM2),(a) B?ly?vasth? (a) b?l?vasth?,
SS81,- - - - - Pitta predominant age pattern (TM2),(a) madhyam?vasth?,
SS82,- - - - - Vata predominant age pattern (TM2),"(a) v?ddh?vasth? (a) sth?virya?, (a) v?rdhakya?",
SS83,- - - - - Childhood age pattern (TM2),"(b) P?la? (b) K?ppu C??k?rai T?l???u Capp??i Muttam Varukai Ampuli Ci??il, (b) n?r??al Ci?upa?ai (b) amm??ai Ci?uter, (b) ?cal P?la?, (b) petai",
SS84,- - - - - Adult age pattern (TM2),"(b) m?l?i (b) p?tumpai ma?avo?, (b) ma?kai Ti?avo?, (b) ma?antai Vi?alai, (b) arivai K?l?ai (b) t?rivai mutumaka?, (b) peril?am p??",
SS85,- - - - - Old age pattern (TM2),(b) Mutumaka? (b) p?ri?am pe?,
SS86,- - - - - Hot and moist predominant temperament age pattern (TM2),"(c) Senn-e-Nomov, (c) Senn-e-?ad?that (c) Sinn-i-Num?, (c) Sinn-i-?ad?that",
SS87,- - - - - Hot predominant temperament with lesser degree of moistness age pattern (TM2),"(c) Senn-e-Shab?b, (c) Senn-e-Wuq?f (c) Sinn-i-Shab?b, (c) Sinn-i-Wuq?f",
SS88,- - - - - Cold and dry predominant temperament age pattern (TM2),"(c) Senn-i-Koh?lat, (c) Senn-i-In?i??? (c) Sinn-i-Kuh?lat, (c) Sinn-i-In?i???",
SS89,- - - - - Cold predominant temperament with greater degree of dryness age pattern (TM2),(c) Sinn-i-Shaykh?khat,
SS8Y,- - - - - Other specified age dependent patterns (TM2),,Skipped: Invalid or missing entity ID in URL
SS8Z,"- - - - - Age dependent patterns (TM2), unspecified",,Skipped: Invalid or missing entity ID in URL
ST00,- - - - Abnormal temperament pattern (TM2),(c) S?’-i-Miz?j Morbid temperament (TM2) Impaired temperament (TM2) Immoderate temperament (TM2),
ST01,- - - - Simple morbid temperament pattern (TM2),(c) S?’-i-Miz?j Mufrad,
ST02,- - - - Simple abnormal temperament without substance pattern (TM2),"(c) S?’-i-Miz?j Mufrad S?da, (c) Miz?j Ghayr Mu‘tadil Mufrad S?da (c) S?’-i-Miz?j S?deh Simple abnormal temperament pattern (TM2) (c) S?’-i-Miz?j S?da",
ST03,- - - - Abnormal hot temperament pattern (TM2),(c) S?’-i-Miz?j ??rr,
ST04,- - - - Abnormal cold temperament pattern (TM2),(c) S?’-i-Miz?j B?rid (c) S?’-i-Miz?j B?red,
ST05,- - - - Abnormal moist temperament pattern (TM2),(c) S?’-i-Miz?j Ra?b,
ST06,- - - - Abnormal dry temperament pattern (TM2),(c) S?’-i-Miz?j Y?bis,
ST07,- - - - Abnormal temperament associated with substance pattern (TM2),(c) S?’-i-Miz?j M?dd? Simple abnormal temperament with substance pattern (TM2) (c) S?’-i-Miz?j Mufrad M?dd?,
ST08,- - - - Abnormal hot temperament with substance pattern (TM2),(c) S?’-i-Miz?j ??rr M?dd?,
ST09,- - - - Abnormal cold temperament with substance pattern (TM2),(c) S?’-i-Miz?j B?rid M?dd?,
ST0A,- - - - Abnormal moist temperament with substance pattern (TM2),(c) S?’-i-Miz?j Ra?b M?dd?,
ST0B,- - - - Abnormal dry temperament with substance pattern (TM2),(c) S?’-i-Miz?j Y?bis M?dd?,
ST0C,- - - - Compound morbid temperament pattern (TM2),"(c) Miz?j Ghayr Mu‘tadil Murakkab, (c) S?’-i-Miz?j Murakkab",
ST0D,- - - - Simple compound abnormal temperament pattern (TM2),"(c) S?’-i-Miz?j Murakkab S?da, (c) Miz?j Ghayr Mu‘tadil Murakkab S?da",
ST0E,- - - - Simple hot and moist abnormal temperament pattern (TM2),(c) S?’-i-Miz?j ??rr Ra?b S?da,
ST0F,- - - - Simple hot and dry abnormal temperament pattern (TM2),(c) S?’-i-Miz?j ??rr Y?bis S?da,
ST0G,- - - - Simple cold and moist abnormal temperament pattern (TM2),(c) S?’-i-Miz?j B?rid Ra?b S?da,
ST0H,- - - - Simple cold and dry abnormal temperament pattern (TM2),(c) S?’-i-Miz?j B?rid Y?bis S?da,
ST0J,- - - - Compound abnormal temperament associated with substance pattern (TM2),(c) S?’-i-Miz?j Murakkab M?dd?,
ST0K,- - - - Abnormal hot and moist temperament associated with substance pattern (TM2),(c) S?’-i-Miz?j ??rr Ra?b M?dd?,
ST0L,- - - - Abnormal hot and dry temperament associated with substance pattern (TM2),(c) S?’-i-Miz?j ??rr Y?bis M?dd?,
ST0M,- - - - Abnormal cold and moist temperament associated with substance pattern (TM2),(c) S?’-i-Miz?j B?rid Ra?b M?dd?,
ST0N,- - - - Abnormal cold and dry temperament associated with substance pattern (TM2),(c) S?’-i-Miz?j B?rid Y?bis M?dd?,
ST0P,- - - - Stable abnormal temperament pattern (TM2),(c) S?’-i-Miz?j Mustaw? (c) S?’-i-Miz?j Mostaw?,
ST0Q,- - - - Unstable abnormal temperament pattern (TM2),(c) S?’-i-Miz?j Mukhtalif (c) S?’-i-Miz?j Mokhtalef,
ST0R,- - - - Thickening of moisture pattern (TM2),(c) ghelzat-e rotoubat (c) Ghilz?a al-Ru??ba,
ST0S,- - - - Presence of foreign moisture pattern (TM2),(c) rotoubat-e gharibeh (c) Ru??bat Ghar?ba,
ST0T,- - - - Thinning of moistures pattern (TM2),(c) reqqat-e rotoubat (c) Riqqa al-Ru??ba,
ST0U,- - - - Infection of moistures pattern (TM2),(c) ofounat-e rotoubat (c) Uf?nat,
ST0V,- - - - Change of temperament of psychic R?? pattern (TM2),(c) tagheir-e mezAj-e rouh-e nafsAni (c) Taghayyur-i-Miz?j-i-R?? Nafs?n?,
ST0W,- - - - Predominance of hotness pattern (TM2),(c) Ghalaba’-i-?ar?rat,
ST0X,- - - - Predominance of coldness pattern (TM2),(c) Ghalaba’-i-Bur?dat,
ST10,- - - - Predominance of moistness pattern (TM2),(c) Ghalaba’-i-Ru??bat,
ST11,- - - - Predominance of dryness pattern (TM2),(c) Ghalaba’-i-Yub?sat,
ST1Y,- - - - Other specified body constitution and temperament patterns (TM2),,Skipped: Invalid or missing entity ID in URL
ST1Z,"- - - - Body constitution and temperament patterns (TM2), unspecified",,Skipped: Invalid or missing entity ID in URL
,- - - Varmam and Marmam patterns (TM2),,Skipped: Invalid or empty code
ST20,- - - - Injury pattern in the varmam or marmam (TM2),(a) marmaviddha? (b) Varma a?i,
ST2Y,- - - - Other specified varmam and Marmam patterns (TM2),,Skipped: Invalid or missing entity ID in URL
ST2Z,"- - - - Varmam and Marmam patterns (TM2), unspecified",,Skipped: Invalid or missing entity ID in URL
